,Time[h],6803_WT_rep1,6803_deltaKaiA3_rep2,6803_deltaKaiB3_rep3,6803_deltaKaiC3_rep4,6803_deltaKaiA3B3_rep5,6803_deltaKaiB3C3_rep1,6803_deltaKaiA3B3C3_rep2,6803_deltaKaiA1B1C1_rep3,6803_WT_rep2,6803_deltaKaiA3_rep3,6803_deltaKaiB3_rep4,6803_deltaKaiC3_rep5,6803_deltaKaiA3C3_rep1,6803_deltaKaiB3C3_rep2,6803_deltaKaiA3B3C3_rep3,6803_deltaKaiA1B1C1_rep4,6803_WT_rep3,6803_deltaKaiA3_rep4,6803_deltaKaiB3_rep5,6803_deltaKaiA3B3_rep1,6803_deltaKaiA3C3_rep2,6803_deltaKaiB3C3_rep3,6803_deltaKaiA3B3C3_rep4,6803_WT_rep4,6803_deltaKaiA3_rep5,6803_deltaKaiC3_rep1,6803_deltaKaiA3B3_rep2,6803_deltaKaiA3C3_rep3,6803_deltaKaiB3C3_rep4,6803_deltaKaiA3B3C3_rep5,6803_WT_rep5,6803_deltaKaiB3_rep1,6803_deltaKaiC3_rep2,6803_deltaKaiA3B3_rep3,6803_deltaKaiA3C3_rep4,6803_deltaKaiB3C3_rep5,6803_deltaKaiA1B1C1_rep1,6803_deltaKaiA3_rep1,6803_deltaKaiB3_rep2,6803_deltaKaiC3_rep3,6803_deltaKaiA3B3_rep4,6803_deltaKaiA3C3_rep5,6803_deltaKaiA3B3C3_rep1,6803_deltaKaiA1B1C1_rep2
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3.0191666666666666,172.77067463966833,158.24259744216187,173.87929240045764,160.96113743756777,167.31930914096685,170.49755505439708,159.76836556040587,182.32695934754622,178.39742806769289,152.40744063133727,155.49436783834994,155.83257036153088,154.65579497264048,192.0764105455003,166.14930183687522,178.8694156277039,164.10889392335403,152.4846329721143,159.14386939245315,159.10213405691673,160.45756160209018,157.86247023816634,175.03469006911823,163.24225396882116,150.39456547034442,158.23071718737572,160.73028972726087,155.08123573406357,161.38260822336247,154.47063282196683,162.02190267880877,158.4450275816032,166.60759722099493,169.4354857224752,165.61116133549172,169.961760090398,180.0185697320402,162.85585378866548,153.88821236108862,165.53530398508883,178.47245120961813,177.95135541024402,164.08992217923253,180.68449250801962
37,3.1025,172.81453445218733,158.36798235039262,173.9935432877047,161.0916817391492,167.46587691368936,170.6304946134609,159.87416124939523,182.41995273574733,178.4292532354405,152.52196402159973,155.5905960399268,155.9484558800999,154.7702492293736,192.18702783683037,166.24532086095036,178.9458497172777,164.14895391260512,152.60348408696893,159.2406263736158,159.24428548574392,160.57380512393794,157.98099522213818,175.12635982204478,163.28025731890145,150.51229103933662,158.3485959058079,160.83026339893667,155.1872907457305,161.4968437815412,154.56368194135754,162.05746118625817,158.5441006704171,166.72452439792352,169.54864933202794,165.71828530591105,170.07108201275292,180.1033777768121,162.94987106183942,154.0019692503245,165.64057398319585,178.55888432255935,178.0526735233916,164.17953071130123,180.769609723151
38,3.188611111111111,172.8591915113274,158.49352790040896,174.1078717275138,161.2222597622419,167.61231524396737,170.76340071951446,159.98003518919572,182.51319748934455,178.46188402023964,152.63666400267502,155.68697547388476,156.06443339103367,154.88475361419412,192.29784036825978,166.34145397113448,179.02243892715293,164.18982428406517,152.72245669635606,159.3374848735595,159.38631574595297,160.690039378712,158.09948307094405,175.2181482744408,163.31910682396187,150.630167503699,158.46654717850544,160.93051159626629,155.29365432657372,161.6110352367354,154.65685285509488,162.0938460666431,158.64330920235014,166.84149032336666,169.66193192254133,165.8254766313405,170.18041799244665,180.1882657443282,163.04412582800802,154.1158017677928,165.74588600645546,178.6457562743681,178.154233207734,164.26934213220403,180.8547617401294
39,3.2719444444444443,172.90464241074378,158.61923338155572,174.22227774283377,161.35287163181346,167.75862529752462,170.89627368804773,160.08598732322946,182.60669291147954,178.4953170251717,152.7515397991583,155.78350585105088,156.1805026096566,154.99930805374515,192.4088474627953,166.43770097882464,179.09918305014972,164.231501522901,152.84155025855875,159.43444511131466,159.52822550188046,160.80626455407676,158.2179340863321,175.31005508104434,163.35879880496603,150.74819419187526,158.58457088385072,161.03103382004386,155.40032518687715,161.72518345802507,154.75014529197531,162.13105375660297,158.7426528853691,166.95849491622,169.77533331372283,165.9327352011574,170.28976806557284,180.27323391991303,163.13861719595218,154.22970966375456,165.85124027263473,178.7330651567927,178.2560334185314,164.35935562591834,180.93994892400102
40,3.355277777777778,172.95088375140773,158.7450980851578,174.33676135711676,161.48351747304892,167.9048082378931,171.02911383464846,160.19201759552766,182.7004383064784,178.52954886051864,152.8665906376807,155.8801868831646,156.2966632524009,155.11391247547368,192.52004844502196,166.5340616961757,179.1760818793735,164.2739821218218,152.96076423349268,159.53150730535523,159.67001541717605,160.9224808379571,158.33634857009338,175.40207989781769,163.3993295907105,150.8663704341407,158.70266690099717,161.13182957143746,155.50730203989968,161.8392893127984,154.84355898179433,162.16908070029874,158.84213142843385,167.07553809627845,169.88885332574296,166.04006090554645,170.3991322687801,180.358282588145,163.23334427638125,154.34369268944747,165.95663699926337,178.8208090656057,178.358073113501,164.44957037857486,181.02517163905154
41,3.438611111111111,172.99791214160638,158.87112130452013,174.45132259431824,161.6141974113507,168.05086522641332,171.16192147500212,160.2981259507307,182.7944329798516,178.5645761437631,152.98181574690918,155.97701828287808,156.41291503680657,155.22856680763056,192.6314426411028,166.63053593610044,179.2531352082151,164.3172625810793,153.08009808270614,159.62867167359872,159.81168615480286,161.0386884185384,158.4547268240621,175.49422238194745,163.44069551782488,150.98469556260216,158.82083510986945,161.23289835198892,155.614583601875,161.9533536667519,154.93709365534633,162.20792334941274,158.94174454149746,167.1926197842361,170.00249177923547,166.14745363549972,170.50851063927195,180.4434120328563,163.3283061819332,154.45775059708592,166.06207640363377,178.9089861006041,178.46035125281705,164.53998557845745,181.110430248806
42,3.5219444444444443,173.04572419694293,158.9973023349278,174.56596147889707,161.74491157233862,168.19679742223414,171.294696924892,160.40431233408802,182.88867623829407,178.60039549958825,153.0972143575466,156.07399976375598,156.52925768152136,155.34327097927053,192.743029378779,166.72712351226934,179.3303428303506,164.36133940846756,153.19955126938,159.72593843340613,159.95323837703717,161.1548874842665,158.57306915011537,175.58648219184462,163.48289293077173,151.10316891119797,158.93907539116321,161.33423966361394,155.72216859201168,162.06737738389023,155.03074904442474,162.24757816314877,159.04149193550614,167.30973990168619,170.11624849529724,166.2549132828166,170.6179032148067,180.52862253713303,163.4235020271746,154.5718831398609,166.16755870280085,178.99759436560907,178.56286679911068,164.63060041600335,181.19572511602888
43,3.605277777777778,173.09431654033648,159.12364047364585,174.6806780358154,161.87566008184993,168.34260598231276,171.42744050019914,160.5105766914582,182.98316738968524,178.63700355987774,153.2127857023317,156.17113104027553,156.64569090630067,155.45802492025214,192.85480798736992,166.82382423911085,179.40770453974142,164.40620911932317,153.3191232583278,159.82330780158208,160.09467274546856,161.27107822384775,158.69137585017336,175.67885898714437,163.5259181818466,151.2217898156981,159.05738762634527,161.43585300860212,155.83005573249315,162.18136132652634,155.12452488182197,162.28804160823208,159.14137332239926,167.42689837112115,170.23012329548828,166.36243974010392,170.72731003369768,180.61391438331526,163.5189309286006,154.6860900719401,166.27308411358229,179.08663196846624,178.66561871746998,164.72141408380296,181.28105660272408
44,3.688611111111111,173.14368580202216,159.25013501991944,174.79547229053873,162.00644306593924,168.48829206141482,171.56015251690232,160.6169189693089,183.07790574308882,178.6743969637159,153.32852901603917,156.2684118278265,156.76221443200782,155.57282856123788,192.966777797773,166.92063793181114,179.4852201306343,164.45186823652512,153.43881351599563,159.92077999437464,160.23598992099994,161.38726082624896,158.80964722619922,175.7713524287063,163.5697676311781,151.340557613704,159.17577169765352,161.5377378896168,155.9382437484777,162.29530635528153,155.21842090132938,162.32931015890932,159.24138841510927,167.5440951159327,170.34411600183168,166.47003290077586,170.836731134813,180.69928785299678,163.61459200463491,154.8003711484679,166.37865285255828,179.1760970210454,178.76860597544007,164.8124257766,181.36642507013485
45,3.771944444444444,173.19382861955106,159.3767852749737,174.91034426903593,162.13726065087857,168.63385681211437,171.6928332910781,160.72333911471688,183.17289060875314,178.71257235738761,153.4444435354795,156.36584184271126,156.87882798061372,155.68768183369403,193.07893814246376,167.01756440631436,179.56288939756132,164.49831329049485,153.55862151046225,160.01835522747547,160.37719056384742,161.50343548069736,158.92788358019914,175.86396217861426,163.61443764672782,151.4594716446487,159.29422748809696,161.63989380969525,156.04673136809845,162.40921332908516,155.31243683773735,162.37138029694864,159.34153692756186,167.66133006041161,170.45822643681376,166.5776926590539,170.9461665575757,180.7847432270253,163.71048437562982,154.9147261255653,166.48426513607174,179.26598763924073,178.87182754302302,164.90363469129147,181.45183087874392
46,3.855277777777778,173.24474163779018,159.50359054201397,175.02529399777916,162.26811296315734,168.7793013847938,171.82548313890086,160.82983707536806,183.26812129811077,178.75152639437826,153.56052849949916,156.46342080214475,156.99553127519715,155.80258466989073,193.19128835549594,167.11460347932237,179.64071213533984,164.54554081919622,153.67854671143897,160.11603371601976,160.51827533354043,161.61960237668075,159.0460852142223,175.9566879001764,163.65992460429032,151.57853124979678,159.41275488145573,161.74232027224852,156.1555173224634,162.52308310517498,155.4065724268352,162.4142485116396,159.44181857467578,167.77860312974798,170.57245442338393,166.68541890996698,171.05561634196377,180.87028078550247,163.8066071638662,155.02915476033,166.58992118022815,179.35630194297076,178.97528239267783,164.99504002692757,181.53727438827343
47,3.938611111111111,173.29642150892258,159.6305501262255,175.140321503744,162.39900012948237,168.9246269276439,171.95810237664261,160.93641279955742,183.36359712377885,178.79125573537385,153.67678314898043,156.56114842425447,157.11232403994458,155.91753700290207,193.3038277725013,167.21175496829494,179.71868813907255,164.59354736813555,153.79858859026976,160.21381567458624,160.65924488892168,161.73576170394733,159.16425243036088,176.04952925792526,163.7062248874932,151.69773577224439,159.53135376228104,161.8450167810616,156.26460034565548,162.63691653909694,155.50082740541123,162.45791129979324,159.54223307236302,167.89591425003098,170.6867997849547,166.79321154935138,171.16508052851003,180.9559008077837,163.9029594935535,155.1436568108363,166.69562120089563,179.4470380561782,179.0789694993205,165.08664098471178,181.62275595768492
48,4.024722222222222,173.34886489244724,159.75766333477367,175.25542681440925,162.52992227677788,169.06983458666392,172.09069132067327,161.04306623618908,183.45931739955887,178.83175704826098,153.79320672684156,156.65902442808047,157.22920600015027,156.03253876660594,193.41655573068982,167.3090186914497,179.79681720414752,164.64232949036162,153.9187466199312,160.3117013171972,160.8000998881471,161.85191365250583,159.2823855307501,176.14248591761756,163.753334887797,151.81708455691913,159.6500240158952,161.94798284029318,156.37397917473237,162.75071448470524,155.59520151125275,162.50236516574196,159.64278013752866,168.01326334824904,170.8012623454018,166.9010704738507,171.27455915830214,181.04160357247832,163.99954049082976,155.25823203613527,166.801365413705,179.53819410683022,179.182887840324,165.17843676800084,181.70827594517928
49,4.108055555555556,173.4020684551791,159.88492947680388,175.37060995775718,162.66087953218553,169.21492550566137,172.22325028746044,161.14979733477622,183.55528144043677,178.87302700812677,153.90979847803658,156.7570485335754,157.3461768822162,156.14758989568406,193.5294715688495,167.406394467762,179.875099126238,164.69188374646558,154.0390202750324,160.40969085731842,160.94084098868598,161.96805841262545,159.40048481756818,176.23555754623445,163.80125100449536,151.93657695058027,159.76876552839173,162.05121795447593,156.48365254972666,162.86447779416235,155.689694483146,162.54760662133972,159.74345948807093,168.13065035228982,170.91584192906404,167.00899558091592,171.38405227298279,181.12738935744952,164.09634928376155,155.37288019625458,166.90715403404968,179.62976822691817,179.2870363955183,165.2704265823048,181.79383470819693
50,4.191388888888889,173.45602887124912,160.01234786344162,175.4858709622733,162.79187202306431,169.35990082625224,172.35577959356954,161.2566060454412,183.65148856258298,178.9150622972589,154.0265576495555,156.8552204616044,157.46323641365214,156.26269032562212,193.64257462734653,167.50388211696517,179.95353370130275,164.74220670458112,154.15940903181524,160.50778450785927,161.08146884732082,162.08419617483585,159.5185505930363,176.3287438119813,163.84996964471478,152.0562123018186,159.88757818663507,162.1547216285163,156.5936192136458,162.97820731793897,155.78430606087628,162.5936321859618,159.84427084288123,168.24807519094006,171.03053836074338,167.11698676880548,171.49355991474943,181.21325843981438,164.19338500234412,155.48760105219856,167.01298727708564,179.72175855245783,179.39141414719023,165.3626096352869,181.8794326034176
51,4.274722222222222,173.51074282210422,160.13991780779247,175.60120985694653,162.92289987699067,169.50476168786093,172.48827955566367,161.3634923189154,183.74793808335227,178.95785960514573,154.14348349042425,156.9535399339453,157.58038432307555,156.3778399927096,193.7558642481252,167.6014814595503,180.03212072558566,164.79329494038427,154.27991236815404,160.60598248117265,161.22198412014743,162.2003271299272,159.63658315941873,176.42204438428786,163.89948722341492,152.1759899610564,160.0064618782609,162.2584933676946,156.70387791247217,163.09190390481405,155.8790359852278,162.64043838650505,159.94521392184407,168.3655377938858,171.14535146570495,167.22504393658505,171.60308212635448,181.29921109594383,164.29064677850118,155.60239436594821,167.1188653577316,179.81416322348917,179.49602008008375,165.4549851367637,181.9650699867605
52,4.358055555555556,173.56620699650728,160.26763862494195,175.71662667126904,163.0539632217584,169.6495092277202,172.62075049050375,161.47045610653944,183.8446293212839,179.00141562847605,154.26057525170452,157.0520066732884,157.69762034021173,156.4930388340398,193.86933977470792,167.69919231676639,180.11085999561607,164.84514503709354,154.40052976355582,160.70428498905494,161.3623874625749,162.31645146895005,159.7545828190227,176.51545893380816,163.9498001633883,152.29590928054753,160.125416491676,162.36253267766494,156.81442739516285,163.20556840187473,155.97388399798376,162.68802175738767,160.04628844583715,168.48303809171222,171.26028106967698,167.33316698412773,171.7126189511052,181.38524760146265,164.38813374608512,155.71725990046124,167.22478849066886,179.9069803840766,179.60085318139963,165.54755229870497,182.05074721338423
53,4.441388888888889,173.6224180905371,160.39550963195578,175.83212143523644,163.18506218537874,169.79414458087115,172.7531927149485,161.5774973602629,183.94156159610148,179.04572707113928,154.377832186494,157.15062040323656,157.81494419589367,156.60828678751,193.98300055219525,167.79701451062013,180.18975130820857,164.89775358546993,154.52126069916025,160.80269224274616,161.50267952932552,162.43256938321557,159.87254987419843,176.60898713242054,164.00090489526053,152.41596961437747,160.2444419160582,162.46683906445537,156.92526641364995,163.31920165451655,156.06884984192635,162.73637884054932,160.1474941367313,168.60057601590367,171.37532699885082,167.44135581211404,171.82217043286383,181.47136823124956,164.48584504087685,155.83219741967196,167.33075689034132,180.00020818230874,179.70591244079571,165.64031033523378,182.1364646376868
54,4.524722222222222,173.67937280758858,160.52353014787963,175.94769417934765,163.31619689608033,169.93866888016333,172.88560654595437,161.68461603264456,184.03873422871317,179.09079064422545,154.49525354992622,157.24938084830524,157.93235562206212,156.72358379182126,194.0968459272658,167.89494786387624,180.2687944604631,164.9511171838168,154.64210465773948,160.9012044529298,161.64286097443497,162.54868106429532,159.99048462733919,176.7026286532276,164.0527978574902,152.53617031846312,160.36353804135652,162.57141203446767,157.03639372284033,163.43280450644315,156.16393326083676,162.7855061854511,160.24883071739052,168.71815149884378,171.49048907988103,167.54961032203175,171.93173661604735,181.55757325943702,164.58377980058586,155.94720668849135,167.43677077095558,180.09384477029855,179.81119685038675,165.73325846262645,182.2222226133056
55,4.608055555555556,173.73706785837248,160.65169949373927,176.06334493460488,163.44736748230918,170.08308325625467,173.01799230057557,161.79181207685227,184.13614654121147,179.1366030660251,154.61283859917063,157.34828773392252,158.04985435176562,156.8389297864785,194.2108752481764,167.99299220005713,180.3479892497649,165.00523243797997,154.76306112369844,160.9998218297329,161.78293245125215,162.66478670402134,160.10838738088128,176.79638317055637,164.10547549636888,152.65651075055302,160.48270475829094,162.67625109447752,157.14780808061573,163.54637779966646,156.25913399949513,162.83540034907563,160.35029791167193,168.83576447381526,171.60576713988527,167.6579304161761,172.04131754562778,181.6438629594115,164.68193716485024,156.06228747280713,167.54283034648083,180.18788830418333,179.91670540474453,165.82639589931256,182.3080214931175
56,4.691388888888889,173.79549996091558,160.78001699254054,176.17907373251373,163.57857407272868,170.22738883761153,173.15035029596405,161.899085446663,184.23379785687337,179.1831610620293,154.73058659343255,157.44734078642892,158.1674401191604,156.9543247117906,194.3250878647619,168.09114734344317,180.42733547378458,165.06009596134774,154.8841295830745,161.09854458272605,161.92289461243922,162.78088649448617,160.22625843730395,176.89025035995806,164.15893426602113,152.77699027022726,160.6019419583527,162.7813557516345,157.25950824783283,163.65992237450672,156.35445180368058,162.88605789592688,160.45189544442582,168.95341487500008,171.7211610064443,167.76631599764966,172.15091326713193,181.73023760381326,164.78031627523666,156.1774395394836,167.6489358306489,180.28233694412464,180.02243710089778,165.91972186587495,182.39386162923876
57,4.774722222222222,173.8546658405606,160.90848196926927,176.29488060508314,163.70981679621974,170.37158675050856,173.28268084936957,162.0064360964629,184.3316875001602,179.23046136492988,154.8484967939532,157.54653973307765,158.28511265951053,157.06976850887017,194.43948312843534,168.18941311907244,180.506832930478,165.11570437485082,155.00530952353776,161.19737292092339,162.0627481099716,162.8969806280428,160.3440980991295,176.9842298982083,164.21317062840455,152.8976082388974,160.7212495338041,162.8867255134619,157.37149298832304,163.77343906959237,156.4498864201712,162.93747539803027,160.55362304149557,169.07110263747938,171.83667050760207,167.87476697036232,172.26052382664156,181.81669746453645,164.87891627524033,156.29266265636178,167.75508743695423,180.37718885430837,180.1283909383321,166.0132355850497,182.479743373025
58,4.860833333333333,173.9145622299663,161.03709375089147,176.41076558482536,163.84109578188048,170.51567811902888,173.41498427813963,162.11386398124705,184.42981479671784,179.278500714619,154.96656846400967,157.64588430203443,158.40287170918776,157.18526111963376,194.5540603921879,168.28778935274096,180.58648141808635,165.1720543069624,155.12660043439092,161.29630705278257,162.2024935951381,163.01306929730475,160.46190666892318,177.0783214633069,164.26818105330975,153.01836401980665,160.8406273776785,162.99235988785696,157.48376106889273,163.88692872186004,156.54543759674408,162.98964943493272,160.65548042971778,169.18882769723356,171.95229547186565,167.98328323903144,172.37014927079332,181.90324281272902,164.9777363102851,156.4079565922593,167.86128537865395,180.47244220294476,180.23456591899023,166.1069362817262,182.56566707507133
59,4.944166666666667,173.9751858691073,161.1658516663531,176.526728704756,163.97241115902662,170.65966406506396,173.5472608997195,162.2213690566198,184.52817907337646,179.32727585818955,155.08480086891495,157.7453742223775,158.52071700567163,157.3008024868018,194.66881901058878,168.38627587100254,180.66628073513618,165.229142393698,155.24800180656922,161.3953471862048,162.34213171854066,163.129152695146,160.57968444929335,177.17252473447815,164.32396201836028,153.1392569780297,160.96007538378038,163.09825838309078,157.59631125932313,164.00039216655475,156.64110508217533,163.04257659370256,160.7574673369222,169.3065899911421,172.06803572820525,168.09186470918164,172.4797896467787,181.98987391879294,165.07677552772336,156.52332111697052,167.96752986876777,180.5680951622683,180.34096104727178,166.20082318294706,182.65163308521224
60,5.0275,174.0365335052743,161.2947550465802,176.64276999839402,164.10376305719112,170.80354570831372,173.67951103165225,162.32895127879456,184.62677965815084,179.37678354993494,155.2031932760179,157.84500922409774,158.6386482875494,157.41639255389853,194.7837583397854,168.48487250116887,180.74623068043934,165.2869652786157,155.36951313264058,161.49449352853483,162.48166313009457,163.24523101470092,160.69743174289133,177.26683939217048,164.3805100090127,153.26028648047281,161.07959344668538,163.20442050780818,157.70914233237025,164.11383023722962,156.73688862623993,163.09625346892955,160.85958349193166,169.42438945698373,172.1838911060542,168.200511287145,172.58944500234412,182.0765910523839,165.1760330768361,156.63875600126642,168.07382112007804,180.66414590853782,180.4475753300333,166.29489551790815,182.7376417525216
61,5.110833333333333,174.09860189307392,161.4238032244789,176.75888949976166,164.23515160612445,170.94732416628642,173.81173499157865,162.43661060459385,184.72561588023999,179.42702055134913,155.32174495470338,157.94478903809858,158.7566652945161,157.5320312652521,194.89887773750326,168.58357907130946,180.82633105309299,165.34551961281596,155.49113390680552,161.59374628656096,162.6210884790284,163.36130444936447,160.81514885241137,177.36126511805674,164.43782151855663,153.38145189587382,161.1991814617402,163.31084577102794,157.82225306376506,164.22724376574612,156.83278797971198,163.15067666272492,160.9618286245622,169.54222603343638,172.29986143530903,168.30922288006087,172.69911538579092,182.16339448241152,165.2755081088328,156.75426101689465,168.18015934512977,180.76059262203648,180.55440777658836,166.38915251795865,182.8236934253127
62,5.194166666666667,174.16138779442878,161.55299553493535,176.87508724338457,164.36657693579437,171.0910005542987,173.94393309723728,162.5443469914493,184.82468707002752,179.4779836311267,155.44045517639196,158.044713396196,158.87476776737455,157.6477185659945,195.01417656304596,168.68239541025162,180.9065816524796,165.40480205494168,155.61286362489713,161.69310566651498,162.760408413884,163.47737319279207,160.93283608059087,177.45580159503402,164.49589304811465,153.50275259480205,161.31883932506264,163.41753368214265,157.9356422322133,164.34063358227394,156.9288028943644,163.20584278472134,161.064202465623,169.66009966007718,172.4159465463293,168.41799939587608,172.80880084597524,182.25028447703932,165.3751997768517,156.8698359365795,168.28654475623057,180.85743348707175,180.66145739870754,166.4835934166009,182.90978845113835
63,5.2775,174.22488797857744,161.6823313148158,176.99136326429175,164.49803917638616,171.23457598547563,174.07610566646449,162.6521603974016,184.92399255908134,179.52966956516275,155.55932321454026,158.14478203111855,158.99295544803525,157.76345440206154,195.12965417729532,168.78132134758053,180.986982278267,165.46480927117824,155.73470178438114,161.7925718740723,162.89962358251643,163.59343743889954,161.05049373021015,177.5504485072238,164.55472110664235,153.62418794965842,161.4385669335416,163.52448375091873,158.04930861939567,164.45400051529097,157.02493312296923,163.2617484520729,161.16670474691634,169.77801027738238,172.5321462699378,168.5268407433447,172.9185014323082,182.33726130368464,165.47510723595946,156.98548053402206,168.3929775654507,180.95466669197532,180.7687232106183,166.57821744949067,182.99592717679062
64,5.360833333333333,174.28909922207444,161.81180990296653,177.10771759801545,164.62953845830245,171.37805157075064,174.20825301719435,162.7600507811006,185.0235316801539,179.582075136553,155.67834834464068,158.24499467650733,159.11122807951654,157.879238720193,195.24530994271115,168.88035671363923,181.0675327304083,165.52553793525342,155.85664788435594,161.8921451143518,163.03873463209408,163.7094973818633,161.16812210409256,177.6452055399718,164.61430221092826,153.74575733467543,161.5583641848372,163.63169548749644,158.1632510099676,164.56734539158344,157.12117841929742,163.31839028945518,161.2693352012377,169.89595782672754,172.64846043742048,168.6357468320283,173.0282171947558,182.42432522901868,165.57522964315137,157.10119458389988,168.49945798462306,181.0522904291033,180.8762042290051,166.67302385443682,183.08210994830108
65,5.444166666666667,174.3540183087903,161.94143064021384,177.22415028059135,164.76107491216322,171.52142841886555,174.34037546745873,162.86801810180526,185.12330376718197,179.63519713559364,155.79752984422157,158.34535106691607,159.2295854059444,157.99507146793246,195.36114322333142,168.9795013395286,181.14823280914192,165.58698472843747,155.97870142555243,161.99182559191593,163.17774220909865,163.8255532161201,161.28572150510448,177.74007237984807,164.674632885594,153.867460125917,161.67823097738045,163.73916840238994,158.27746819155956,164.68066903624575,157.21753853811887,163.37576492906513,161.37209356237574,170.0139422503873,172.76488888052629,168.74471757229568,173.13794818383886,182.51147651896656,165.6755661573513,157.21697786186732,168.60598622534314,181.15030289483607,180.9838994730094,166.76801187140157,183.16833711094068
