,Time[h],6803_WT_rep1,6803_deltaKaiA3_rep2,6803_deltaKaiB3_rep3,6803_deltaKaiC3_rep4,6803_deltaKaiA3B3_rep5,6803_deltaKaiB3C3_rep1,6803_deltaKaiA1B1C1_rep2,6803_WT_rep2,6803_deltaKaiA3_rep3,6803_deltaKaiB3_rep4,6803_deltaKaiC3_rep5,6803_deltaKaiA3C3_rep1,6803_deltaKaiB3C3_rep2,6803_deltaKaiA1B1C1_rep3,6803_WT_rep3,6803_deltaKaiA3_rep4,6803_deltaKaiB3_rep5,6803_deltaKaiA3B3_rep1,6803_deltaKaiA3C3_rep2,6803_deltaKaiB3C3_rep3,6803_deltaKaiA1B1C1_rep4,6803_Wilde_WT_rep1,6803_WT_rep4,6803_deltaKaiA3_rep5,6803_deltaKaiC3_rep1,6803_deltaKaiA3B3_rep2,6803_deltaKaiA3C3_rep3,6803_deltaKaiB3C3_rep4,6803_deltaKaiA1B1C1_rep5,6803_Wilde_WT_rep2,6803_WT_rep5,6803_deltaKaiB3_rep1,6803_deltaKaiC3_rep2,6803_deltaKaiA3B3_rep3,6803_deltaKaiA3C3_rep4,6803_deltaKaiB3C3_rep5,6803_Wilde_WT_rep3,6803_deltaKaiA3_rep1,6803_deltaKaiB3_rep2,6803_deltaKaiC3_rep3,6803_deltaKaiA3B3_rep4,6803_deltaKaiA3C3_rep5,6803_deltaKaiA1B1C1_rep1,6803_Wilde_WT_rep4
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3.0194444444444444,1.6961378648761345,4.961975864593863,1.8214750910638229,4.065924437746846,5.20303019553417,3.3986309772049395,0.1975759420235242,1.2942434187272363,4.534584212691936,1.9470045518413472,4.276996160058793,6.534341420462844,4.161128304598048,0.21084385188466884,0.9887070266383018,4.815631025381804,1.9982460232369106,5.517612038692475,4.435605912021491,4.001705996938015,-0.0006193182560571893,-7.779406532432109,1.8085900923190865,4.9321959653139755,4.488941577977857,6.179158122000765,4.859944786407377,3.882559412705961,-0.20841733885425148,82.318304799706,1.6778041339969096,1.3612852432216402,5.173926443636303,5.820628347284591,4.819379866465943,4.614050080162911,82.68634785851944,4.965572127533326,2.650249195597569,4.6060855020092575,5.384531758482657,4.8058446136848065,-0.3913700294020609,132.91697194165485
37,3.102777777777778,1.8487562929967956,4.7527428133624126,1.5479634997066312,4.102344759464929,5.154832677919403,3.209440924625548,0.10578046665154302,1.7928261751330319,4.792575777870336,1.9025076057935608,4.244052774478639,6.4930823355838845,4.096309453199279,-0.07916975275427461,0.6995310213504167,4.622547216384361,1.8826336668102868,5.292263668990556,4.461978331255954,3.905297577014623,0.013058691122110909,-6.364787888679604,1.6133090886384809,4.888531175369759,4.661000593212139,5.890209089558433,4.774228422309145,4.023675899298058,-0.35838538055361846,79.83067443929613,2.1262671274995117,1.3952682881565397,5.129026617497656,5.794175003697129,4.707282116399603,4.56407248206284,82.52202156369432,4.7293744210011734,2.426293291832609,4.300799702545454,5.24198913849988,5.043331053551677,-0.022280975919819382,129.81668472730993
38,3.186111111111111,1.7605043932501578,4.553742158433219,1.6144096872735274,4.168964396526436,5.206944210198218,3.0904643598955004,0.32332253193243826,1.7105298716165032,4.300790609276913,1.9078729218431805,3.8713184713815356,6.0822330113456,3.97168399435888,0.010133365737907811,1.8293184408457746,4.329673879590785,1.4068788139275141,4.907156349818022,4.398449335789938,3.7189751684366725,0.21607293121236573,-6.26435761624079,1.877106917052963,4.7750800013492904,4.083262404318549,5.651430399590944,4.688671228666388,3.96506892912983,-0.29910213192471724,77.584215807199,1.933866378087055,1.5589343485729148,4.964519328963005,5.558098134135415,4.955342182584309,4.184365412891707,80.66264939598412,4.683145527780274,2.382449565730882,4.665690146805538,5.259584015968718,5.070994366977212,-0.04371901944998714,125.19244920815471
39,3.269722222222222,2.011385722676123,4.614971962771771,1.560812208458563,3.7557813011856944,4.789362074031901,3.041699167476858,0.24020452482998206,1.9073581072817398,4.399226781625469,1.9330998591669457,4.098791219584093,6.351790077171237,3.767249987324117,-0.01124438076465793,0.6380737159768086,4.4370092370585885,1.8109808647185814,5.032288065441859,4.57501735827609,3.8127370249450094,0.1384257327331533,-4.588043964990494,1.7799874294412563,4.701840609726186,3.7957250055836647,5.602819934258357,5.073271256862492,3.5767357356241853,-0.2605649471229631,74.48882457460996,1.850605471619156,1.4022834643250905,4.980401654106059,5.412395045049331,4.853558177770487,4.144926620910382,81.00827577560625,4.566884442306863,2.4487162366376243,4.490755134859008,5.187315077010814,4.37883266063424,-0.21568308910665424,122.03421022421226
40,3.355555555555556,2.0514038301349435,4.406430292988669,1.5171696214570913,3.792793429831223,5.002083556809838,3.863143236108479,0.4864288278758742,1.983314473057677,4.707882373331113,1.9881877784714435,4.10646899207962,6.311750170433945,3.853005495288624,0.21669941519160632,1.965801268324945,4.364551514263325,1.864939220808091,4.657656804098904,4.051680834677602,3.7065814045908936,-0.27988057804559285,-4.635775348460573,1.8819544689181884,4.5488111705127166,4.238386395356787,5.4843755812444295,4.768026562380905,3.8486735582985028,-0.17277118520045084,72.84439659768876,1.8564879857051384,1.0153156759024387,4.866670674777167,5.4170630481368764,4.571928218646867,4.255753858735516,79.10894501172231,4.630590161500114,2.1050915276272395,4.445992970034105,5.125181009897963,4.596844045034638,-0.2681721149187192,119.53191269850278
41,3.4388888888888887,2.0805622563069894,4.448115219339608,1.6834804879658434,3.839998742985673,4.9151059516495526,2.964794458805963,0.36199781916955015,1.8284025516979647,4.166755466510306,1.933136041993025,4.06434976603817,6.142109936457039,3.9289485853924013,0.37396715664009916,0.4125055102004962,4.292298940098646,1.3587532853156659,4.6232605579960175,4.218438204268186,3.7905065697360825,0.17115632069756195,-2.877480343839824,1.7330118698344494,4.425989857259988,4.1312445760496415,5.436095233756796,4.442935204805233,3.8608796427646035,-0.21571821010616551,70.97082791755952,2.0015174897040087,1.228031024429224,4.663323478603415,5.032099460344265,4.810450425840464,4.20684488333947,79.77470130243825,4.044261684762196,2.4015736655035074,4.091401958918063,4.713180505052199,4.595026634529356,-0.20118502782978653,118.53550163704416
42,3.522222222222222,1.828864533692978,4.260024815725397,1.5897433731828043,3.6473952053059713,4.4884265573967514,2.6966507328618348,0.2969138723783878,1.6326259177809015,4.125844146980921,1.6979440134978618,3.772431522806365,6.032866028513886,3.87507732872184,0.22056124219371812,1.6681908446426446,4.12024974687631,1.5624224628556447,4.6190973233098855,3.945287909632019,3.704510787052713,0.3115387463354715,-2.243087691974114,2.1331634577767815,4.523374847057563,3.604297554136553,5.157976790526626,4.457995247819307,3.813351240728695,-0.23940339068582736,67.97801476031071,1.785697544724508,1.3104295516648494,4.390357158988733,5.137501603865823,4.339122923916682,3.748197456050518,79.79558873480414,4.14789801397807,2.268160880799387,4.156980411356734,4.641312255045667,4.553378547308435,-0.07472075969830118,115.7249221288513
43,3.605555555555556,1.8363141866138326,3.9721571596919985,1.6459568458072538,3.764980785583193,4.362042678625146,2.7487099598454647,0.44117935673756886,1.355988137709661,3.7451465042621623,1.492611058281925,3.870712247907598,5.814015107827706,3.6113898003097624,0.2464840660451492,1.1228616654194565,4.048402170326056,1.4159461595371652,4.535165100187212,4.412228396663868,3.5985923275234355,0.32126901179249434,-1.5825262973663885,1.5724130495679207,4.340964320533767,4.1575433401544215,5.15001815580903,4.2932047592069384,3.846085609991365,-0.19382410068192732,66.95585353699536,1.7790317036250887,1.2625113000035912,4.247768815113657,5.093266806144081,4.327943841379244,3.909809342552619,78.5016512848145,4.101498153515669,2.704851407777129,3.882726640455111,4.919574954600838,4.3218979054009115,-0.1287782432974106,113.94011934593682
44,3.6888888888888887,1.7929147312107707,3.9245103324305246,1.4421194780397768,3.7427534567425504,4.5159516256367045,3.050970045602932,0.32479663705016076,2.1184927697121076,3.764660631574553,1.6571365431709795,3.6891899310419167,5.645553843572023,3.6578840791352825,0.2117380179666887,1.2165223570279904,3.946754449595857,1.569323782964156,4.221461892744626,3.8592581145689495,3.612749466441373,0.090349425544374,-0.0857252281764889,2.630764453266572,3.8787564618556543,3.730979948702599,4.972217239382624,4.378561810852213,3.5690800144477515,-0.2089777187337679,63.84424084363069,1.9915235110139466,1.5542763124748649,4.385555551935452,4.839392399869647,4.166911310670293,3.671678312885574,77.22293281740801,4.095061110225791,2.4416434844282993,3.9586389625768064,4.027967300590253,4.400582834674916,-0.09335641231510951,110.7810385433104
45,3.772222222222222,1.8286696754451546,4.017082418777117,1.4282298455822995,3.5307111958435393,3.980150714461319,3.0234289002572807,0.507768073687037,1.490143363840874,3.584384625839998,1.5715198365206378,3.7378625660860583,5.437478912870168,3.524558248123963,0.1763254833101874,1.299177294694111,3.815304827251679,1.4625547422354344,4.1179857090686465,4.02637551586307,3.366980483410019,0.1287822916184347,0.3173862837785859,1.9882214681674315,4.006749458728787,3.7246053984430767,4.54457195654991,4.034064478739319,3.502331724087315,-0.1748616283774472,63.07307346119841,1.9131765032489287,1.3357246327429766,4.2537144801881634,4.415875722981335,4.076023468170212,3.7438021414449723,76.32947708646759,3.7585858934422642,2.1085353524736536,4.094715697344419,4.20648799203669,4.439431464837591,0.2215457986459276,108.39762505897927
46,3.855555555555555,2.163582519098667,3.809871507213056,1.2942865276380557,3.548851984079706,4.274637266857228,2.7560844382083274,0.4000960225870123,1.5709434619732314,3.64431658768181,1.9357603082162471,3.5767281510933704,5.609787000795584,3.4614103941477588,0.010248843007382507,1.1208308443726407,3.924051549277606,1.385638447944595,3.9447345612157663,3.7735790563725162,3.3512836623434494,0.24656990959336092,-1.0131211569750636,2.1147878848011814,3.9949415023975474,3.708417712100401,4.537080228137037,4.02971084295252,3.545838014993978,-0.11147321804589203,60.70224835564462,1.7339942084376734,1.3068563051072988,4.192242716382564,4.342714118666132,4.005278454197771,3.6661786069821276,75.66132773482047,3.902071514981648,2.455525257363279,3.930955167639361,4.055135730113127,4.538441929435246,-0.09407054593183463,104.76982431394795
47,3.9388888888888887,1.9476567537732583,3.8128756898648346,1.400288106911509,3.4871738067789715,3.8794086103105934,2.748934578132699,0.27178283525669183,2.040896597811385,3.364454621424595,1.5298573296729943,3.6257846882940403,5.372474800371854,3.4684386080249787,0.3535104735693656,1.471487362747261,3.2929928650757168,1.4785743121800095,3.881706465212345,3.780867195234099,3.3256572914661304,0.28371457459932903,3.502822890431571,2.3504674849345903,3.6833307876448727,3.392414916461649,4.3097399804939664,3.855498987676308,3.289596169346043,-0.0088098810686906,57.901662677879834,2.0339801464374663,1.5376713745021777,4.121137382806095,4.039904935359184,3.904674413010105,3.7488054926042182,75.13852829423823,3.585516989143562,2.382611448276508,3.687355699601831,3.823909218142708,4.037612365853173,-0.03020438248066827,102.16758181221839
48,4.022222222222222,1.8908958628911128,3.396093062503904,1.4862331696085305,3.5456746534032697,3.764462078035836,2.4819772429839104,0.20283085877051615,1.9600062968820873,3.3647968350943347,1.463810273835877,3.4850301840947187,5.225539012572447,3.315640984520325,0.3161127470871966,1.441151197230617,3.4621270274663507,1.301361748524934,3.8188994410547523,3.508238394895135,3.2200996633129804,0.4802185773180405,4.565288703210523,2.3252640415702714,3.471915512792374,3.436595042376427,4.342549145494282,4.14142700119522,3.0636034754163455,0.053130984327646985,56.19121376377887,2.0031378288553245,1.088169886496995,4.080395607522943,4.087445526743702,3.7042094928026534,3.291680585774144,74.6711221854365,3.5989213327104803,2.0597921781218975,3.7839156226309925,3.7128071615988087,4.196940915315659,-0.09685464834752312,101.55084314078972
49,4.105833333333333,2.0433033216945935,3.40952172454693,1.302120305436196,3.0943525175488014,3.879795008975423,2.7252103599922264,0.39324243577079226,2.2982760765369243,3.1453413404184505,1.627618515179664,3.4244626490789547,4.758976346320956,3.4030156223448493,0.5080580312313364,0.5298266859642451,3.231452292687691,1.524000172057336,3.326311512709252,3.4556911211134933,3.2546090747293746,0.18608420398261608,1.1943463949167037,1.8591813189469166,3.4806938797004205,3.4109561247568814,4.005505660535371,3.8474929758940086,3.1378572275720438,-0.08564802498009291,55.14079913418106,1.9714707590479694,1.398351887296069,4.040014524374071,3.8153332517511362,3.6438818457092514,3.324801678310648,72.6591527180754,3.332283564947735,2.377065703537328,3.4706332693848267,3.8818282681049165,3.8364257228861702,-0.014020281794280179,97.50955396965874
50,4.191666666666666,2.1048825972463865,3.0731597790557528,1.3979481076030054,3.323205396945982,3.4754047477999728,2.1986318606648267,0.5030199044677822,2.3957094459523227,3.286086252825537,1.5112814297089743,3.23408009800685,4.842783518490953,2.9105606241561013,0.2793486892519971,1.977518157818501,2.9309669203962576,1.30648899935006,3.413940708112021,3.0232238429575817,2.9691838268711748,0.16131373637760696,1.570065915448208,2.272223072539184,3.0996640937679514,3.3354962025777746,3.9686074685383024,3.6836950082575677,3.1123547262747473,-0.11514431701201508,53.060316494889996,1.9489824321218752,1.1182174237388085,3.8499912729771193,3.8435654745610837,3.6036896278020043,3.238166566388229,72.43266309075915,2.605602707603671,1.9844302848899407,3.647506975780068,3.550971247434793,4.0760649374671605,0.02829977800251325,95.4436600518193
51,4.275,1.9056371484294337,3.0170053327372086,1.143715172818608,3.082231293459389,3.341288644908206,2.232239680785662,0.4221655986394573,2.2123099061292373,3.0570296914457447,1.6147983949582156,3.3038805498152404,4.636957253906153,2.9782740965578505,0.08998707997911794,1.9342299323927745,2.8606691736664507,1.4688276484707585,3.2317850591691966,2.9908350328062214,3.0138222252047213,0.4459094518390565,3.0425170510458597,2.124393049057737,2.99882436393258,3.140213318876351,4.0018525179479605,3.4200311988707974,3.1170932780805054,-0.04535530468485169,51.109663736673774,1.725676334933178,1.1277665432995536,3.6903229987264563,3.642139564601317,3.5636309990914077,2.9117730505372195,71.76169639103634,2.238877784909496,1.861884186276102,3.204535080992436,3.490234811512371,3.2958567118002207,-0.26989340904842807,92.48310722326273
52,4.358333333333333,1.9455704259468396,3.011056495943289,1.2594201012941453,2.8214282130876733,3.127444056426969,2.3460317604155505,0.36068184763172934,1.6180809498935411,2.828169779110435,1.2881687899915322,3.0338620276175523,4.691494285340176,2.966154150100362,0.3799755578221712,1.7999663200152367,2.6805573189908776,1.1710155389818993,2.979842601756842,2.9485231663488536,2.8685225795067466,0.08987362325454676,2.8717694242936713,1.8656949864491639,3.108172902670584,2.9451055207524797,3.8852387627327762,3.476499652418861,2.9220701956397925,-0.02627840581229654,49.358738935264846,1.9115559460877822,0.9369992940877226,3.4010068527931576,3.571052896547693,3.433704123526332,3.165618935643606,70.3662955953998,2.0721078235792927,1.7394256755215043,3.3617159274564656,3.549617674411726,3.3957992024658465,-0.2585987839532956,89.59784140297786
53,4.441666666666666,2.2646858723220182,2.7453113826711144,1.4350614967418578,2.8307941659638822,3.6438683442112443,1.9900060438921032,0.28857097635833423,2.6330260618958072,2.649504642352422,1.2913919954029482,3.0140225587040352,4.186391353516817,2.8741988992802696,0.3893164727703541,1.5447316217430325,2.760629626280177,1.2230520919407382,3.028111375720981,3.5162867225854244,2.7032832038644456,0.23320851906295495,3.4678924941184843,1.9061326138961976,2.9177079259969743,3.1001708593684776,3.8087641623851387,3.193098477687054,3.007282797697473,-0.03791104310469015,46.91744035136002,2.2066247359411992,1.135915724847631,3.692039992125073,3.560302850324243,3.07390716899389,2.889702030949364,71.7465035692866,2.145291852810052,2.197053024181047,3.219047860865466,3.4591185523571735,3.735890569883773,-0.10781528863291302,87.07780859295072
54,4.525,1.8829869218986905,2.7397681105630154,1.2806379663754994,2.8003271663550913,2.660558875844105,2.004160479829815,0.4158353053008504,2.6171487186113063,2.7910324114058755,1.114467393316305,2.6543601745415306,4.391645207109767,2.7024064625405337,0.2880121703924706,2.138530129362259,2.700884368863057,1.2649367298993268,2.8665894248774735,2.944124183826351,2.708102416675517,0.42591640325478797,4.400955555790215,1.8557096518173852,2.6074276534653746,2.8454073899493317,3.362426681921001,3.1398257875607762,2.882728409092936,-0.020250644169242576,46.39566643062056,1.960886166598863,1.0545158849587142,3.423419579446799,3.24988681110319,3.254238307319617,2.824020150052091,69.16236306707808,2.0784289042818127,1.8947645075389392,2.786529230171716,3.2487361637231995,3.216128978312676,-0.22754186592292258,84.90295487816464
55,4.608333333333333,1.8004770008406288,2.544424800906266,1.2061481209099638,2.670025232662655,3.027513024636749,1.828493021119934,0.45247715050877485,1.6104523883401236,2.532751220206204,1.287394367385177,2.6848729107735854,4.137252602742811,2.6407749622705516,0.276064991837068,1.0013661253877257,2.5013198234863685,0.9666688769045578,3.045274797012239,2.8220340356926714,2.7629785406480933,0.5579995353719618,4.611027740921724,1.7744298118673714,2.757330308167975,2.9808131717824886,3.5262242918801197,3.1266796990255252,2.648404360759843,-0.05329464150998339,44.08331580367206,1.8943436919156458,1.212799824435375,3.355142783259536,2.9998021693049655,3.0846957142673608,2.718571110905201,69.0639167320999,1.8915180121573114,1.6625584046085908,2.944158387586249,2.6484692290344665,2.6365125958502715,0.2322225404262147,81.46322642660057
56,4.691666666666666,1.937159527132109,2.5992795786333813,1.3315905745615366,2.6898863874220376,2.734728169628499,2.383001624930651,0.32849882359938004,1.9329405312069832,2.574659206390361,1.1901723027929607,2.705558807220435,3.863210304989869,2.60930252480615,0.18347727383226045,1.7132438830633914,2.441934270314987,1.1682479584981507,2.6741655438810015,2.9000147671158105,2.417909902800845,0.15946017050781272,4.2581780174688895,1.9222967969367846,2.4074141167358176,2.8263862682179757,3.3801549683259187,2.923658333167007,2.5743079897263947,-0.007040472527596848,42.21028728610451,2.08700075749635,0.7007675939269505,3.0872067778413435,2.8300463205979813,2.775277569539333,2.7033527358179854,67.40120709662187,2.014558213082344,1.470432998132809,2.7619336885790133,2.9183164709659106,3.0770395944334523,0.11147898574932268,79.08856948923666
57,4.775,2.1230379105774366,2.4543305723219175,1.0569639450477466,2.6999086573029296,2.262201695586827,1.4976842527068557,0.2439026317578104,2.2146165991615043,2.1567545112964797,1.2928005862529106,2.7564159078789108,3.7295150863747524,2.5179872804293773,0.2002513486858041,0.3641676663619291,2.042725992931877,1.2096734017166368,2.553259721209541,2.788064870337796,2.4928948344627186,0.18030055930721225,5.02247518973051,1.9893143011521703,2.2576773093385283,2.522124746668356,2.6242166928456148,2.500759815171032,2.4104366391152205,0.20851442048032234,41.09647987847239,2.108860800695391,1.0384192447178395,2.8796087432469033,2.6606166658989796,3.0059820567761113,2.6583628514553923,65.69427658185819,1.8375485461856071,1.4183865745835238,2.7498534918787882,2.75827661434254,3.307708149838058,-0.12977147553352297,77.44893040004833
58,4.858333333333333,1.9681155528012928,2.1095759141946457,1.2522668535875339,2.480090073109269,2.3299309930072973,1.5925388701703953,0.44869087773711197,1.8954840359778609,2.089035279964189,1.3252786060079857,2.497442260922704,3.4961637273713593,2.266827363368872,0.43638954428524157,0.654141729985035,2.2136932783381544,1.2009446350912838,2.5125553886934413,2.6261828409111603,2.2579316712732846,0.3805229479664398,4.703987898348355,2.0454860098761785,2.098118119684325,2.47802667860883,2.8284074525501315,2.6779822743235493,2.24678765814325,0.09337259031939973,39.01179276629443,1.9399272506169272,1.0057548287274574,2.672345865307731,2.561510611372748,2.4368073635565457,2.1635992888382973,65.30316749796725,1.3004880530786436,1.526417424162064,2.4279161594731775,2.3583483861396157,3.208516441679032,0.2984722100829563,75.4842555760085
59,4.941944444444444,1.5723958472485142,2.0150137401193247,0.7674979249010703,2.4504286697790314,2.0879134581135923,1.5375634473198347,0.1828658598581448,1.995546277255189,2.771499661134395,1.2576057518310948,2.148635918701992,3.313153016403638,1.8958209117995004,0.17189418409764615,1.0031703193632138,2.1048344169528823,1.1420610886482705,2.1220506099983525,2.504367177698957,2.2330187531825216,0.4901295782332362,5.372784620307311,2.010815599707364,2.1987347850201457,2.264090139576967,2.802725240074104,2.395323844010685,2.3333584021220184,0.12753658489853117,36.916125320053844,1.730203528114794,0.6227743985102266,2.705415335631953,2.232725568432281,2.667751681397852,2.379059883343244,64.49792204405179,1.4133757778558815,1.4245238407988428,2.3661200566087146,2.338530515482594,2.2594626534104036,0.006211095189222791,72.62449151708746
60,5.027777777777778,2.1958821791843084,2.010642189608954,0.9926557872097901,2.020922486384537,1.9561464928574872,2.0127559584306396,0.3264298720096171,2.2048067504171933,1.7241458072494242,0.9897814150247812,2.179994937743779,3.240479749845625,1.9549660678425873,0.2667675871697318,1.6512576706559157,1.7661477026134085,1.1630221939084975,2.1617434527597355,2.3226163828747746,2.078154424450831,0.43912268740690696,6.3389336689350095,1.8053067384802761,1.7995255461316289,2.07031320917311,2.4971680535758556,2.302782661718576,2.110146232457384,0.021008947229797542,35.77937709519821,1.819693045792599,0.8094780072555453,2.4388143516044902,2.2942589537387423,2.3688132057556635,2.094742474702598,62.57858230815865,1.4062107670948107,1.3527041221537548,2.6144635517906423,2.298821733647136,2.3205449723252314,-0.1565537685389481,70.12958480625288
61,5.111111111111111,2.0885779256940387,1.7964594058216032,1.0177390722365287,2.0715695661321853,1.6346275049188983,1.1281143820550683,0.20938520364814434,2.2932688747123984,1.8869718744528359,1.1418049884214996,1.8215173787516865,3.188140732021273,1.8542609775657972,0.19101206812794005,1.6884080107515371,1.5676314325749265,0.993827383887728,1.761631988583075,1.9509289619226753,1.8833370336491142,0.1175045083380575,7.622503193902286,1.7589630852655136,1.7304886473430328,2.516693971059953,2.2817338967375993,2.290356869033625,1.9371485166496025,0.12379221542846133,32.96144783213952,1.8483992080036504,0.9058657087877678,2.482540116387012,1.956108189201425,2.1899901360238294,1.900644907004589,63.465190267279105,1.3689920698556846,1.580956569615795,2.1429450167832513,1.9392207740590008,2.1917615895556053,-0.09982133034055297,67.7194821094695
62,5.194444444444445,1.7604864556832913,1.9424635355604305,0.9527464152053453,1.8423679563626387,2.14335390770596,1.2136367010222473,0.3417341397980969,2.0409360612140426,2.149976022589708,0.9836758663834517,2.053201306605992,3.066132775204713,1.7237037909832047,0.39462993717841555,1.4346255572672744,1.6192839075108898,0.9344760930965578,1.7117142930437113,1.639303423637249,1.7485649336587001,0.5852772694289137,6.903561181222823,1.8117882903696272,1.9016223365173017,1.9732305129628736,2.036420778765042,2.028044611642381,1.6443626282933959,-0.014111077286917378,32.06223745625413,2.026325410850882,0.8419375575663638,2.3465898389178204,2.0482707019777227,2.061280675534653,1.9067650286930573,62.55778778734862,1.1117187376817041,1.1792794883033526,2.1515628266095135,1.75972637229423,2.6031107000726847,-0.1835905403695287,64.51413017569992
63,5.277777777777778,1.8616111298779563,1.8886527292737678,0.967676454841657,1.6533157085506525,1.592323120354751,1.219320902438122,0.36347896105181615,2.3478117128201483,1.3131564152064459,0.775393444802704,1.7650447903637674,3.0044526996199665,1.573292662055291,0.26762350010678715,1.3599145185493382,1.291103431512794,1.0049677575403364,1.4219884456869907,1.8677382801236935,1.723836481671428,0.34244319463304795,7.232175453253358,1.993785995335138,1.2729248650560079,1.9199209266697772,1.8212267143878555,1.9758440393314152,1.7217859470779497,-0.07269840259471513,30.761646077882798,1.7934750421870493,0.6076936086857175,2.2409607339120594,1.7007439244732814,1.9626830315587034,1.9231006925678558,61.63641662324694,1.0943898245990538,1.2476711870639452,1.940315359551285,1.660337266079088,1.6245905026867233,-0.24786034969432735,63.153475836903816
