,Time[h],6803_WT_rep1,6803_deltaKaiA3_rep2,6803_deltaKaiB3_rep3,6803_deltaKaiC3_rep4,6803_deltaKaiA3B3_rep5,6803_deltaKaiB3C3_rep1,6803_deltaKaiA1B1C1_rep2,6803_WT_rep2,6803_deltaKaiA3_rep3,6803_deltaKaiB3_rep4,6803_deltaKaiC3_rep5,6803_deltaKaiA3C3_rep1,6803_deltaKaiB3C3_rep2,6803_deltaKaiA1B1C1_rep3,6803_WT_rep3,6803_deltaKaiA3_rep4,6803_deltaKaiB3_rep5,6803_deltaKaiA3B3_rep1,6803_deltaKaiA3C3_rep2,6803_deltaKaiB3C3_rep3,6803_deltaKaiA1B1C1_rep4,6803_Wilde_WT_rep1,6803_WT_rep4,6803_deltaKaiA3_rep5,6803_deltaKaiC3_rep1,6803_deltaKaiA3B3_rep2,6803_deltaKaiA3C3_rep3,6803_deltaKaiB3C3_rep4,6803_deltaKaiA1B1C1_rep5,6803_Wilde_WT_rep2,6803_WT_rep5,6803_deltaKaiB3_rep1,6803_deltaKaiC3_rep2,6803_deltaKaiA3B3_rep3,6803_deltaKaiA3C3_rep4,6803_deltaKaiB3C3_rep5,6803_Wilde_WT_rep3,6803_deltaKaiA3_rep1,6803_deltaKaiB3_rep2,6803_deltaKaiC3_rep3,6803_deltaKaiA3B3_rep4,6803_deltaKaiA3C3_rep5,6803_deltaKaiA1B1C1_rep1,6803_Wilde_WT_rep4
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,7.199999999999999,0.7533606477424232,-0.6258421206978376,-0.17698946665352894,-0.5927006637737549,-0.8950125058745215,-0.4202013427833997,0.07321728052965608,0.8305229297780345,-0.6242234713027022,-0.1569625715756639,-0.7475781726499041,-0.8061973126106572,-0.7240529453931625,0.0963346359629216,0.5818805639410267,-0.7032504666523929,-0.19696831961660508,-0.9268061667031937,-0.8273196870980235,-0.6126336629433813,0.12369202033659626,17.67018846133705,0.7425617572919588,-0.6934387306011853,-0.6940413666612051,-0.7058531285063694,-0.8904423390017882,-0.8294793772946991,0.06323616047536895,1.4260387271020931,0.7441919866484554,-0.06548308044039813,-0.5948997007814268,-0.7978918129782996,-0.8508318562955008,-0.7176049389180851,41.17041075828298,-0.6930327902011495,-0.014784376471270504,-0.5018237100225942,-0.7658292282941523,-0.6892698172735965,-0.12621349883757976,15.245024283775962
87,7.283333333333333,0.6925412329037122,-0.7116107295516668,-0.22279217545052932,-0.691986064787327,-0.9863203309552377,-0.4882805826967756,0.06063724203270096,0.7648905874233491,-0.7140027238471475,-0.20307669677841841,-0.8221211797656632,-0.9513789171137754,-0.8171356429134615,0.08793878014347825,0.5111511069842187,-0.7821530021619876,-0.23958082197846522,-1.0185565582893794,-0.9306322622853361,-0.7015588240000084,0.11684685824372415,18.018943830091942,0.6952968911612941,-0.7828362413306296,-0.8036626800818465,-0.807600051813782,-1.004123103082333,-0.9255363926206035,0.06374069720699291,0.2929614959213194,0.6889789908046821,-0.09912350355350397,-0.7058442125101068,-0.8910971788027184,-0.9576848782958474,-0.8150239659454726,40.24118837245541,-0.7606262668135443,-0.0672206388633684,-0.6011246096229538,-0.8612279537680594,-0.7926056291566426,-0.12484078251321054,13.254736375877098
88,7.366666666666666,0.6372168931873627,-0.7998380702561059,-0.2663040805140891,-0.7861681208213765,-1.0856461915762754,-0.5612454747660744,0.047907117161775384,0.6967466761798551,-0.8142491834101417,-0.24395828500616587,-0.923750199493778,-1.0965072337040696,-0.9097158670792165,0.07937326887857324,0.44739230786281164,-0.8637286147327913,-0.28096356438486053,-1.1077604993563832,-1.0255195172936835,-0.7930787905484731,0.10564749431292107,18.380248968147058,0.6366900924746437,-0.869706279503049,-0.90217518084296,-0.9054742600189419,-1.112935804603128,-1.0160458600936038,0.06402110571562653,-0.852466996727419,0.6312689895968365,-0.13667811003361535,-0.8151333852496283,-0.989252555113866,-1.0620683653333403,-0.911478243007739,39.30857404229687,-0.8296974665625768,-0.11642800117688282,-0.7061291608896592,-0.9521514138459004,-0.9172532791242567,-0.12194334766620588,11.283278014365933
89,7.450277777777777,0.5827907807355555,-0.8875258994123523,-0.31292645383552514,-0.8738486749793146,-1.173792522534416,-0.6338979228261803,0.034229073489446316,0.623894390476516,-0.8797645920606851,-0.2880079013568987,-1.0184670562718765,-1.2357852394314874,-1.002795363297192,0.06724029523513565,0.413608138509996,-0.9375789131122044,-0.3271170727127321,-1.1928198091256423,-1.1243828555996833,-0.882595095480289,0.09729603906015705,18.963167524605083,0.5767447792923235,-0.9462505034809191,-1.0045806735616174,-1.003277597537224,-1.221282189224053,-1.1124102446167123,0.06667978945486747,-1.90794192391136,0.5770651604953159,-0.17394682859372224,-0.9205698569784057,-1.0803603756781766,-1.1701840097096308,-1.0093698062325804,38.374406690765866,-0.896447272107919,-0.15820805946792388,-0.8064389024400966,-1.0420008159716083,-1.0066144704702191,-0.11872016869176068,9.346998147634924
90,7.5361111111111105,0.5328660395107178,-0.968875969976486,-0.3530605639048476,-0.9704295662303662,-1.2563617528983198,-0.7000398264351457,0.023005274156137547,0.5649369165670413,-0.9605506881664183,-0.33922610939880615,-1.108473570360902,-1.3742159033959387,-1.0959758730277693,0.061342047859746174,0.36940256158786555,-1.0165055026295455,-0.3680418713442111,-1.2699363028486614,-1.2258236773694329,-0.9689092673765082,0.09179459855286602,19.288562984911678,0.5198643609106397,-1.0234705680880523,-1.0902809587923374,-1.1024119032602742,-1.3287639985048518,-1.204432004998515,0.06231914698152403,-2.95435827373335,0.5159706727202283,-0.21592958731181183,-1.0289562598981257,-1.1726230690139303,-1.2756334997880276,-1.0993006873919025,37.48372512976519,-0.9626765636263284,-0.197162406063337,-0.9038553696328026,-1.1285773654389222,-1.120690902649252,-0.12217022089983774,7.455445807073885
91,7.6194444444444445,0.4706458052955244,-1.0520900312594683,-0.40490767571076064,-1.0647126294095683,-1.3461563060085286,-0.7640730808741949,0.014237877870125829,0.4872774325298831,-1.0328092063936234,-0.3880134711702739,-1.1985715578451184,-1.5116021867472966,-1.1928591337849452,0.0610807109786444,0.3325795304874163,-1.0961099851960476,-0.40213848316661766,-1.3447117918070133,-1.3236433794585105,-1.043622830507728,0.08794527440994548,19.54989867085549,0.4598522378618889,-1.1027681246095993,-1.1862778330270887,-1.1928790105560112,-1.431782969905131,-1.2865135939531727,0.05974157195561568,-3.9894108493318425,0.4579886872413969,-0.24762631363086554,-1.127895220433751,-1.2602430583912505,-1.3774185199934965,-1.1874729139018263,36.60816806014188,-1.0303862188116548,-0.2496926295607004,-1.0001800945674595,-1.2114822653913917,-1.2268842712770192,-0.12589248051516994,5.613770107069994
92,7.7027777777777775,0.4117332056928975,-1.1337698289271447,-0.45666905074066577,-1.1520996952177702,-1.425778599477464,-0.8207995771477197,0.002329038907543407,0.4249191082682381,-1.102341877707227,-0.4403705471798868,-1.2911628306321068,-1.6473470426853951,-1.2684468791363352,0.049058464397720346,0.28154298932854893,-1.1713939593048615,-0.44060742957246135,-1.423948083312339,-1.4176433554119745,-1.1283373048340843,0.08535016380176039,19.850437740568143,0.3971118019143608,-1.1843448207920453,-1.2761730886952893,-1.2688807472686245,-1.5269408367843607,-1.3728574581004216,0.058149453140373245,-5.051794268880899,0.3909223567783577,-0.27543693435886396,-1.222989359233518,-1.3520227618321061,-1.46774075081266,-1.2794885088226846,35.69577407168724,-1.099577112874838,-0.3048003148283253,-1.1012146060848984,-1.289716716822377,-1.3355962681301263,-0.1296859246772593,3.738720245007794
93,7.7861111111111105,0.35573136012600653,-1.212717105000242,-0.49414594698065645,-1.2451925902216334,-1.5068310451894287,-0.8778212019832812,-0.0049190928876244565,0.3580651055100452,-1.175550429370794,-0.48229789640642373,-1.3868491964527674,-1.7808534164600336,-1.3513408387031685,0.046877483502522355,0.23749687296006533,-1.240759020031056,-0.4750492304594394,-1.5032469807063498,-1.509824995464363,-1.2178542060052564,0.07841135945013711,20.162843188524235,0.3416464360723341,-1.2566023008432126,-1.3669685141638066,-1.3570189357185771,-1.6250393284018747,-1.4532660379655715,0.05354517440223881,-6.043402965590191,0.3291748258003597,-0.299761375668781,-1.321241291168937,-1.435964592110309,-1.5640018687937975,-1.3727494908590252,34.81278164313683,-1.1596501185439083,-0.35488704300525786,-1.1969604297671,-1.373681918575045,-1.4486285811461208,-0.12854953144037867,1.8814455012691895
94,7.8694444444444445,0.2946433798382676,-1.282333597854369,-0.5321396189155231,-1.3311931368536347,-1.5829160493006038,-0.9359398378316119,-0.018504372103538058,0.2905185778079902,-1.2376365849465338,-0.5151960762988614,-1.4734324588613186,-1.9109242453709714,-1.434142738160293,0.03893993925825129,0.18424510695967294,-1.3092067590316154,-0.5066644042304392,-1.5680102833608227,-1.6017896865396943,-1.2997750453604657,0.07693094962836759,20.48737784554135,0.27145951457608014,-1.3297422054322567,-1.4542658937369568,-1.447895392702602,-1.7234801699168707,-1.540341767979508,0.044331114710865704,-6.966131187704993,0.2627492305263642,-0.319199563098589,-1.4154536253347945,-1.523870956751519,-1.661603546546846,-1.4582578743596062,33.86962914217052,-1.2214061060639838,-0.4079543915012771,-1.2950190879371912,-1.4523790673423749,-1.5457828944234928,-0.12428227977356843,0.03169523923344714
95,7.9527777777777775,0.234872367893345,-1.3544210422200176,-0.5680513175287492,-1.4233031534120615,-1.6598360122390523,-0.9977573628666123,-0.03242465776050284,0.22408267053949937,-1.2914020642952955,-0.5604656427763747,-1.5401144172352979,-2.0307624587679323,-1.5158542992361705,0.029647998209764242,0.1331916076339798,-1.3797387645454409,-0.5452534677935365,-1.633239786677604,-1.6879388122514685,-1.3779013299284746,0.06831101816121013,20.72930437878005,0.2131544029018584,-1.402366171689673,-1.5478670076565062,-1.5241119294937042,-1.8128650823884076,-1.6206870764786918,0.04650964813911835,-7.917072998506192,0.20724869892504483,-0.33895142155125496,-1.511828965049149,-1.6035442580332369,-1.7521474527433993,-1.5458156693173999,32.930354825412394,-1.2818459431972749,-0.4610039339968931,-1.3859920996594481,-1.5300093576671527,-1.6356608882216723,-0.12488314956063934,-1.7593810947228024
96,8.036111111111111,0.17042141917514952,-1.4255811691825615,-0.6014822903025141,-1.501524454061014,-1.7423933287047175,-1.0520756509853526,-0.04067781331097041,0.1661605209067454,-1.360648583576571,-0.5987071502283352,-1.6222968667755593,-2.1537709780506007,-1.5944772397128824,0.015203822481572333,0.08334028201849955,-1.4415566213933508,-0.5830169365619958,-1.7039372820886105,-1.7812737529026634,-1.4522345624275879,0.061953644424884755,21.17848529174388,0.14693445776192327,-1.471275833207291,-1.6371736321016692,-1.6028703518411622,-1.9067957827754098,-1.7129043857051574,0.04628314386307218,-8.830322276310278,0.1400763507147904,-0.3644168752947441,-1.6051699078533344,-1.67638689298481,-1.8440352521167074,-1.6352248813695924,31.97259683843082,-1.3375704952230805,-0.5104372404433517,-1.4714809807392943,-1.5969739819419757,-1.7398642389610308,-0.13035112160017182,-3.574233971225569
97,8.119444444444444,0.10909362038783822,-1.4932157061822564,-0.6324337812176908,-1.5782588488304055,-1.8135903876694206,-1.111696571808073,-0.047861706639537434,0.10155525793664306,-1.4183778552484942,-0.6381211515143111,-1.7057815985062783,-2.274752716668625,-1.6768132734261245,0.009409569777842818,0.04209502787764685,-1.505261910978081,-0.6159553244542701,-1.7677045570558245,-1.862795885485739,-1.5231762412656513,0.05486090334707846,21.698182924279354,0.08700302710451688,-1.5468728200382786,-1.7195875391891093,-1.6829724599705245,-1.998073983936664,-1.7967961118065137,0.0506539661620142,-9.709772714469354,0.08603529736370186,-0.39459584796201697,-1.6960790455119594,-1.7484012533874302,-1.9292686054616786,-1.7100875117975813,31.061993215738447,-1.3961806249377893,-0.556455877062633,-1.559087243723301,-1.6628741304092487,-1.8333946192228838,-0.13088517760551582,-5.387913777903494
98,8.202777777777778,0.04569205005581719,-1.5577263770142407,-0.6617070307538485,-1.6547081436159636,-1.872829572376865,-1.165021990678182,-0.04897421006294752,0.040870002480852416,-1.47519158806784,-0.665908197964068,-1.7941703992749471,-2.3939105801216147,-1.755664110265208,0.0014673933823965484,-0.028740266295259786,-1.5658562112842835,-0.6466691438940029,-1.8321433950712989,-1.9527065836826354,-1.5935278605400542,0.04423486540694106,22.050659452575978,0.023363450113874296,-1.616958758697137,-1.8085104969729402,-1.7546200485836123,-2.082701394630819,-1.873364664835945,0.04962447441844384,-10.588717821371128,0.02652864208959138,-0.4240882625510302,-1.7861589640129059,-1.8189897257741343,-2.0156491696348775,-1.7806055575269775,30.109381880792167,-1.4490771926548804,-0.6050614063474489,-1.6408123978991895,-1.7283109911611874,-1.9396536977494856,-0.13488430020479059,-7.227470819387859
99,8.286388888888888,-0.012180221476260479,-1.621314901828536,-0.6955032758892493,-1.7318741401792268,-1.937713260342635,-1.215653768662259,-0.054013200330089314,-0.028292132784224634,-1.5358914870900242,-0.6980688393775671,-1.8674650517523763,-2.509447465959144,-1.8274314561730634,-0.007820557841290285,-0.0865617212779977,-1.6269410968785265,-0.6773589058100264,-1.8934555756571527,-2.032407217864772,-1.6638909100377253,0.0408775966350867,22.521176889166235,-0.03418094278977954,-1.6789352721597042,-1.888344269444724,-1.8206149068585198,-2.162479719516389,-1.9452124487522116,0.04819702311806887,-11.470850920438917,-0.033040520140013636,-0.44789404142473715,-1.8698122435673317,-1.891954691429803,-2.097978597554526,-1.8527810111276057,29.18460064599315,-1.5080610562049244,-0.6426553870612445,-1.7260579492958261,-1.7922857501398162,-2.0256431394440346,-0.13734747294088467,-9.006155317312583
100,8.372222222222222,-0.06812013204349486,-1.677582997130044,-0.7350237501008521,-1.811758636147546,-2.0050438233541943,-1.2823937625500519,-0.06277655862199612,-0.10132804335744033,-1.5876792536691056,-0.7328036240249691,-1.9442673344326948,-2.6199662637807464,-1.9017170131462362,-0.017652139450086396,-0.1421654671194431,-1.6823181389092965,-0.7036251196363599,-1.9498428743655754,-2.1108991550930494,-1.7308668752351377,0.04319115861359585,22.890197082925575,-0.10462682995022882,-1.7378039798631566,-1.960690616533472,-1.8877588184496106,-2.23941065915175,-2.0135418614196468,0.04857396184981079,-12.28626515013164,-0.0972691026078737,-0.4800131063110866,-1.9544414586096692,-1.9652985263911622,-2.1800585382005027,-1.9288158608135042,28.192087212686825,-1.562133070935578,-0.6836393742381999,-1.8154254006832282,-1.8489995911369683,-2.1145646053706693,-0.13887368027145586,-10.717417410314223
101,8.455555555555556,-0.12732462766073954,-1.7347323757785515,-0.7634696833643086,-1.8855634250140856,-2.0638236274708848,-1.3526438248544785,-0.06546217055184986,-0.16483463291290498,-1.642356585457785,-0.7615130986466296,-2.02057902163335,-2.7292698552359216,-1.973722479234888,-0.025625211421205732,-0.21094764313956765,-1.7315889051069966,-0.7326682933122128,-2.0067070627788244,-2.182583759117847,-1.7870572372983042,0.036777608476011706,23.370381719072444,-0.16137089847526576,-1.7993664977060053,-2.0409512941056462,-1.9522535614875225,-2.3166959099951425,-2.080355294608159,0.05075763530580198,-13.167053463943835,-0.16455402684703663,-0.5046453783030246,-2.031449177797623,-2.0310236014467824,-2.2570906366143433,-1.9951120904429218,27.281479171162893,-1.6122940897115918,-0.7250149191832274,-1.8901162515725596,-1.9134536957942876,-2.1940197527544703,-0.1330619075689319,-12.449107154031974
102,8.538888888888888,-0.18819066252260064,-1.7907647469887262,-0.7908423021539661,-1.9528902961378225,-2.1160550330239323,-1.4110058038116273,-0.07846792616497526,-0.22940881329998325,-1.6997251764074037,-0.7881978084531018,-2.0950018834951076,-2.839761114024129,-2.0408495485427967,-0.03093763815220797,-0.26570439792943995,-1.7795549597839453,-0.7638889332819844,-2.063849908509225,-2.252262390379027,-1.8572634730827802,0.03383899890734305,23.761792319168265,-0.22920984423669163,-1.8554244380480958,-2.121128053965155,-2.012500908579163,-2.38733716440467,-2.145655133993233,0.04815038328138465,-13.994108630405638,-0.22969222264083633,-0.5275907778584947,-2.109037964012174,-2.084532282137079,-2.3342765338992413,-2.0636716795183228,26.397614000655317,-1.6633449629148047,-0.7639835694719737,-1.9701319982161316,-1.967249243603226,-2.2622102349814597,-0.1321111411205104,-14.200674521107665
103,8.622222222222222,-0.25111519900343615,-1.8468818163301166,-0.8209428294428672,-2.019741034743549,-2.173340394616441,-1.4720815433807535,-0.08219171993884475,-0.29504750454329676,-1.7589867167679456,-0.8168582971251352,-2.1615376859820543,-2.9398429058947917,-2.1072999112273565,-0.03738728846099633,-0.32263188935122505,-1.83101786383438,-0.7910875444952614,-2.1138731751991715,-2.3163364060059286,-1.9218870551336629,0.02537737814406448,24.317490241117426,-0.28734037187031736,-1.912179409710613,-2.1782226438533585,-2.0731026268077137,-2.460736110638298,-2.2092437591559264,0.041354540675114695,-14.780723233082796,-0.28848062802289487,-0.5574492248004339,-2.1898103743575756,-2.1478269287543106,-2.406217867220046,-2.1276966031863824,25.509329069342325,-1.712086538444145,-0.8025468689508175,-2.0436741336074062,-2.020987411905046,-2.3337377015986025,-0.1320203681281575,-15.851769401185763
104,8.705555555555556,-0.3192952076573582,-1.8984852857271552,-0.8475724847027477,-2.081117421921866,-2.2340820611233942,-1.5264728832442847,-0.0882314507830752,-0.3583476348427241,-1.8045428930880356,-0.8508951068136776,-2.223988190881591,-3.0415180886472943,-2.1702752534995797,-0.04277203558582102,-0.3881262845381871,-1.8815791747344535,-0.8160646304068205,-2.1613786225211262,-2.380607159817375,-1.9851294516855913,0.015194789974111061,24.657736679167314,-0.3623591947759622,-1.971233017976076,-2.240436807449065,-2.1318604777326264,-2.536094432853857,-2.272723543582871,0.03637243748875656,-15.633989670576662,-0.3493161892771209,-0.5846206383167767,-2.260568960161358,-2.2031098963425837,-2.476716269803263,-2.190188832237991,24.57206163434641,-1.758319661715631,-0.842306357736873,-2.1207441474809903,-2.074469375890817,-2.4242037983138034,-0.13318857670860923,-17.49364160091337
